industria_clean,sugerencia_top,score_top,cand_1,score_1,cand_2,score_2,cand_3,score_3,cand_4,score_4,cand_5,score_5
servicios de alimentos y bebidas,,,Servicios Públicos,52.0,Servicios Profesionales,50.90909090909091,Logística y Cadena de Suministro,50.0,Servicios y Tecnologías de la Información,46.57534246575342,"Sanidad, Bienestar y Ejercicio",45.16129032258065
servicios de alimentos y bebidasservicios de alimentos y bebidas,,,Servicios y Tecnologías de la Información,48.888888888888886,Logística y Cadena de Suministro,44.44444444444444,Servicios Profesionales,44.44444444444444,Servicios Públicos,41.791044776119406,Dispositivos Médicos,40.57971014492754
servicios de almacenamiento y deposito n c p,,,Logística y Cadena de Suministro,47.36842105263158,Servicios Públicos,45.16129032258065,Servicios Profesionales,44.776119402985074,Servicios y Tecnologías de la Información,44.705882352941174,"Sanidad, Bienestar y Ejercicio",40.54054054054054
servicios de alojamiento y restauracion,,,Servicios y Tecnologías de la Información,52.5,Logística y Cadena de Suministro,50.70422535211268,"Sanidad, Bienestar y Ejercicio",49.27536231884058,Servicios Profesionales,48.38709677419355,Servicios Públicos,45.6140350877193
servicios de alquiler de equipamiento,,,Servicios Profesionales,49.12280701754386,Servicios Públicos,46.15384615384615,Servicios y Tecnologías de la Información,42.666666666666664,Logística y Cadena de Suministro,42.42424242424242,Educación Superior,38.46153846153846
servicios de apoyo agricolas n c p,,,Servicios Públicos,50.0,Servicios Profesionales,49.12280701754386,Servicios y Tecnologías de la Información,42.666666666666664,Banca de Inversión,42.30769230769231,Productos Farmacéuticos,42.10526315789474
servicios de apoyo para la extraccion de petroleo y gas natural,,,Servicios y Tecnologías de la Información,45.54455445544554,Servicios Profesionales,40.963855421686745,Logística y Cadena de Suministro,36.95652173913044,Venta al por Mayor,35.8974358974359,Hospitales y Atención Sanitaria,35.16483516483517
servicios de arquitectura ingenieria y servicios relacionados,,,Servicios y Tecnologías de la Información,45.65217391304348,Logística y Cadena de Suministro,43.373493975903614,Servicios Profesionales,43.24324324324324,Marketing y Publicidad,41.0958904109589,"Sanidad, Bienestar y Ejercicio",39.50617283950617
servicios de asociaciones n c p,,,Servicios Profesionales,55.55555555555556,Servicios Públicos,53.06122448979592,Servicios y Tecnologías de la Información,47.22222222222222,Dispositivos Médicos,47.05882352941177,Banca de Inversión,44.89795918367347
servicios de aviacion mantenimiento de aeronaves fbo,,,Servicios Profesionales,50.0,Servicios y Tecnologías de la Información,42.22222222222222,Logística y Cadena de Suministro,41.97530864197531,Servicios Públicos,35.82089552238806,"Sanidad, Bienestar y Ejercicio",35.44303797468355
servicios de bienestar y ejercicio,,,"Sanidad, Bienestar y Ejercicio",65.625,Servicios y Tecnologías de la Información,50.666666666666664,Servicios Públicos,50.0,Logística y Cadena de Suministro,48.484848484848484,Servicios Profesionales,45.6140350877193
servicios de bienestar y mantenimiento fisico,,,"Sanidad, Bienestar y Ejercicio",50.666666666666664,Logística y Cadena de Suministro,49.35064935064935,Servicios y Tecnologías de la Información,48.83720930232558,Servicios Profesionales,47.05882352941177,Hospitales y Atención Sanitaria,42.10526315789474
servicios de call center,,,Banca de Inversión,52.38095238095238,Servicios Públicos,52.38095238095238,Servicios Profesionales,51.06382978723404,Servicios y Tecnologías de la Información,46.15384615384615,Desarrollo de Software,43.47826086956522
servicios de comercializacion de tiempo y espacio publicitario,,,Servicios y Tecnologías de la Información,46.0,"Sanidad, Bienestar y Ejercicio",40.449438202247194,Logística y Cadena de Suministro,39.56043956043956,Servicios Profesionales,39.02439024390244,Hospitales y Atención Sanitaria,37.77777777777778
servicios de comida,,,Servicios Profesionales,61.904761904761905,Servicios Públicos,59.45945945945946,Servicios y Tecnologías de la Información,50.0,Banca de Inversión,48.648648648648646,Telecomunicaciones,48.648648648648646
servicios de consultores en informatica y suministros de programas de informatica,,,Logística y Cadena de Suministro,50.526315789473685,Servicios y Tecnologías de la Información,48.07692307692308,Consultoría de Gestión,40.0,"Sanidad, Bienestar y Ejercicio",38.70967741935484,Servicios Profesionales,37.2093023255814
servicios de consultoria,,,Consultoría de Gestión,65.21739130434783,Servicios Profesionales,59.57446808510638,Servicios Públicos,57.142857142857146,Servicios y Tecnologías de la Información,49.23076923076923,Dispositivos Médicos,45.45454545454545
servicios de consultoria de ti,,,Consultoría de Gestión,69.38775510204081,Servicios Profesionales,56.0,Servicios Públicos,53.333333333333336,Servicios y Tecnologías de la Información,50.0,"Sanidad, Bienestar y Ejercicio",45.6140350877193
servicios de contabilidad auditoria y asesoria fiscal,,,Servicios Profesionales,47.36842105263158,Logística y Cadena de Suministro,42.35294117647059,Servicios y Tecnologías de la Información,40.42553191489362,Hospitales y Atención Sanitaria,38.095238095238095,Productos Farmacéuticos,36.8421052631579
servicios de credito n c p,,,Servicios Profesionales,57.142857142857146,Servicios Públicos,50.0,Educación Superior,45.45454545454545,Servicios y Tecnologías de la Información,44.776119402985074,Banca de Inversión,40.90909090909091
servicios de diseno,,,Servicios Públicos,59.45945945945946,Servicios Profesionales,57.142857142857146,Logística y Cadena de Suministro,47.05882352941177,Servicios y Tecnologías de la Información,46.666666666666664,Dispositivos Médicos,46.15384615384615
servicios de emergencias y traslados,,,Servicios y Tecnologías de la Información,57.142857142857146,Logística y Cadena de Suministro,50.0,"Sanidad, Bienestar y Ejercicio",48.484848484848484,Servicios Profesionales,47.45762711864407,Hospitales y Atención Sanitaria,41.791044776119406
servicios de entidades de tarjeta de compra y/o credito,,,Servicios y Tecnologías de la Información,51.111111111111114,Servicios Profesionales,47.22222222222222,Logística y Cadena de Suministro,44.44444444444444,"Sanidad, Bienestar y Ejercicio",43.037974683544306,Hospitales y Atención Sanitaria,40.0
servicios de eventos,,,Servicios Públicos,57.89473684210526,Servicios Profesionales,55.81395348837209,Servicios y Tecnologías de la Información,45.90163934426229,Consultoría de Gestión,42.857142857142854,Logística y Cadena de Suministro,42.30769230769231
servicios de financiacion y actividades financieras n c p,,,Logística y Cadena de Suministro,42.69662921348315,Servicios Profesionales,42.5,Servicios y Tecnologías de la Información,40.816326530612244,"Sanidad, Bienestar y Ejercicio",39.08045977011494,Hospitales y Atención Sanitaria,38.63636363636363
servicios de gestion de depositos fiscales,,,Servicios Profesionales,54.83870967741935,Logística y Cadena de Suministro,47.88732394366197,Consultoría de Gestión,45.90163934426229,Servicios Públicos,42.10526315789474,Dispositivos Médicos,40.67796610169491
servicios de gestion estrategica,,,Servicios Profesionales,54.54545454545455,Consultoría de Gestión,48.148148148148145,Servicios Públicos,48.0,Logística y Cadena de Suministro,46.875,Servicios y Tecnologías de la Información,46.57534246575342
servicios de gestion y logistica para el transporte de mercaderias n c p,,,Logística y Cadena de Suministro,47.524752475247524,Servicios y Tecnologías de la Información,41.81818181818182,Servicios Profesionales,36.95652173913044,"Sanidad, Bienestar y Ejercicio",36.36363636363637,Hospitales y Atención Sanitaria,36.0
servicios de hogar,,,Servicios Profesionales,58.53658536585366,Servicios Públicos,55.55555555555556,Reaseguros,50.0,Servicios y Tecnologías de la Información,47.45762711864407,Banca de Inversión,44.44444444444444
servicios de impresion,,,Servicios Profesionales,66.66666666666666,Servicios Públicos,55.0,Dispositivos Médicos,47.61904761904762,Servicios y Tecnologías de la Información,47.61904761904762,Telecomunicaciones,45.0
servicios de informaci on,,,Servicios y Tecnologías de la Información,63.63636363636363,Servicios Públicos,55.81395348837209,Servicios Profesionales,54.166666666666664,Banca de Inversión,46.51162790697674,Educación Superior,46.51162790697674
servicios de informacion,,,Servicios y Tecnologías de la Información,64.61538461538461,Servicios Públicos,57.142857142857146,Servicios Profesionales,55.319148936170215,Educación Superior,47.61904761904762,Telecomunicaciones,47.61904761904762
servicios de informacion geografica cartografia fotogrametria topografia,,,Servicios y Tecnologías de la Información,47.78761061946903,Logística y Cadena de Suministro,38.46153846153846,Servicios Profesionales,35.78947368421052,"Sanidad, Bienestar y Ejercicio",33.33333333333333,Desarrollo de Software,29.787234042553195
servicios de informatica n c p,,,Servicios y Tecnologías de la Información,56.33802816901409,Servicios Profesionales,49.056603773584904,Banca de Inversión,45.833333333333336,Servicios Públicos,45.833333333333336,Logística y Cadena de Suministro,45.16129032258065
servicios de ingenieria,,,Servicios Profesionales,56.52173913043478,Servicios Públicos,48.78048780487805,Servicios y Tecnologías de la Información,46.875,"Sanidad, Bienestar y Ejercicio",45.283018867924525,Banca de Inversión,43.90243902439025
servicios de instalaciones,,,Servicios Profesionales,65.3061224489796,Servicios Públicos,59.09090909090909,Servicios y Tecnologías de la Información,50.74626865671642,Dispositivos Médicos,47.82608695652174,Educación Superior,45.45454545454545
servicios de intermediacion financiera realizada por las companias financieras,,,Servicios y Tecnologías de la Información,42.016806722689076,Servicios Profesionales,35.64356435643565,"Sanidad, Bienestar y Ejercicio",35.18518518518519,Logística y Cadena de Suministro,34.54545454545455,Hospitales y Atención Sanitaria,31.19266055045871
servicios de internacion excepto instituciones relacionadas con la salud mental,,,Servicios y Tecnologías de la Información,41.666666666666664,Servicios Profesionales,37.254901960784316,"Sanidad, Bienestar y Ejercicio",33.027522935779814,Hospitales y Atención Sanitaria,32.727272727272734,Logística y Cadena de Suministro,32.432432432432435
servicios de investigacion,,,Servicios Profesionales,57.142857142857146,Servicios Públicos,54.54545454545455,Servicios y Tecnologías de la Información,50.74626865671642,"Sanidad, Bienestar y Ejercicio",46.42857142857143,Educación Superior,45.45454545454545
servicios de la banca mayorista,,,Servicios Públicos,53.06122448979592,Servicios y Tecnologías de la Información,52.77777777777778,Servicios Profesionales,48.148148148148145,Logística y Cadena de Suministro,47.61904761904762,Banca de Inversión,44.89795918367347
servicios de la banca minorista,,,Servicios Públicos,57.142857142857146,Logística y Cadena de Suministro,53.96825396825397,Servicios y Tecnologías de la Información,52.77777777777778,Banca de Inversión,48.97959183673469,Servicios Profesionales,48.148148148148145
servicios de lavanderia y tintoreria,,,Servicios y Tecnologías de la Información,54.54545454545455,Logística y Cadena de Suministro,52.94117647058823,"Sanidad, Bienestar y Ejercicio",51.515151515151516,Hospitales y Atención Sanitaria,44.776119402985074,Banca de Inversión,44.44444444444444
servicios de limpieza general de edificios,,,Servicios Profesionales,51.61290322580645,Servicios Públicos,45.6140350877193,Servicios y Tecnologías de la Información,42.5,Logística y Cadena de Suministro,39.436619718309856,Telecomunicaciones,38.59649122807018
servicios de marketing,,,Servicios Profesionales,57.77777777777778,Marketing y Publicidad,54.54545454545455,Servicios y Tecnologías de la Información,50.79365079365079,Servicios Públicos,50.0,Banca de Inversión,45.0
servicios de mercados y cajas de valores,,,Servicios y Tecnologías de la Información,51.282051282051285,Servicios Públicos,43.63636363636363,Logística y Cadena de Suministro,43.47826086956522,"Sanidad, Bienestar y Ejercicio",41.791044776119406,Servicios Profesionales,40.0
servicios de preparacion de comidas para empresas y eventos,,,Servicios y Tecnologías de la Información,43.29896907216495,Logística y Cadena de Suministro,40.90909090909091,"Sanidad, Bienestar y Ejercicio",39.53488372093023,Servicios Profesionales,37.9746835443038,Consultoría de Gestión,33.33333333333333
servicios de publicidad,,,Servicios Públicos,63.41463414634146,Marketing y Publicidad,53.333333333333336,Servicios Profesionales,52.17391304347826,Banca de Inversión,43.90243902439025,Educación Superior,43.90243902439025
servicios de publicidad n c p,,,Servicios Públicos,55.319148936170215,Marketing y Publicidad,50.98039215686274,Servicios Profesionales,46.15384615384615,Servicios y Tecnologías de la Información,42.857142857142854,Banca de Inversión,42.5531914893617
servicios de recaudacion de fondos filantropicos,,,Servicios Profesionales,47.05882352941177,Servicios y Tecnologías de la Información,46.51162790697674,Servicios Públicos,44.44444444444444,Logística y Cadena de Suministro,41.55844155844156,Telecomunicaciones,41.26984126984127
servicios de recursos humanos,,,Servicios Profesionales,53.84615384615385,Servicios Públicos,51.06382978723404,Servicios y Tecnologías de la Información,45.714285714285715,Banca de Inversión,42.5531914893617,Educación Superior,42.5531914893617
servicios de recursos humas,,,Servicios Profesionales,56.0,Servicios Públicos,53.333333333333336,Servicios y Tecnologías de la Información,44.11764705882353,Productos Farmacéuticos,44.0,Reaseguros,43.24324324324324
servicios de relaciones gubernamentales,,,Servicios Profesionales,54.83870967741935,Servicios Públicos,49.12280701754386,Servicios y Tecnologías de la Información,45.0,Logística y Cadena de Suministro,39.436619718309856,Productos Farmacéuticos,38.70967741935484
servicios de relaciones publicas y comunicaciones,,,Servicios y Tecnologías de la Información,48.888888888888886,Servicios Profesionales,47.22222222222222,Servicios Públicos,44.776119402985074,Logística y Cadena de Suministro,44.44444444444444,Telecomunicaciones,41.791044776119406
servicios de salud,,,Servicios Profesionales,63.41463414634146,Servicios Públicos,55.55555555555556,Reaseguros,50.0,Banca de Inversión,44.44444444444444,Telecomunicaciones,44.44444444444444
servicios de salud moviles,,,Servicios Profesionales,57.142857142857146,Servicios Públicos,50.0,Servicios y Tecnologías de la Información,41.791044776119406,Telecomunicaciones,40.90909090909091,Envases y Embalajes,40.0
servicios de seguridad e investigacion n c p,,,Servicios Profesionales,44.776119402985074,"Sanidad, Bienestar y Ejercicio",43.24324324324324,Servicios Públicos,41.935483870967744,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,39.473684210526315
servicios de seguros de salud,,,Servicios Profesionales,61.224489795918366,Servicios Públicos,54.54545454545455,Reaseguros,50.0,Servicios y Tecnologías de la Información,41.791044776119406,Logística y Cadena de Suministro,41.37931034482759
servicios de seguros de vida,,,Servicios Profesionales,54.166666666666664,Servicios Públicos,51.16279069767442,"Sanidad, Bienestar y Ejercicio",50.90909090909091,Reaseguros,45.714285714285715,Servicios y Tecnologías de la Información,45.45454545454545
servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo art,,,Servicios Profesionales,38.095238095238095,Logística y Cadena de Suministro,36.8421052631579,Servicios y Tecnologías de la Información,34.14634146341463,Hospitales y Atención Sanitaria,30.088495575221245,Desarrollo de Software,28.84615384615384
servicios de sistemas de seguridad,,,Servicios y Tecnologías de la Información,50.0,Servicios Profesionales,48.148148148148145,"Sanidad, Bienestar y Ejercicio",42.622950819672134,Consultoría de Gestión,41.509433962264154,Logística y Cadena de Suministro,41.26984126984127
servicios de telefonia movil,,,Servicios y Tecnologías de la Información,55.072463768115945,Servicios Profesionales,47.05882352941177,Servicios Públicos,43.47826086956522,"Sanidad, Bienestar y Ejercicio",41.37931034482759,Consultoría de Gestión,40.0
servicios de ti,,,Servicios Públicos,54.54545454545455,Servicios Profesionales,52.63157894736842,Reaseguros,48.0,"Sanidad, Bienestar y Ejercicio",44.44444444444444,Consultoría de Gestión,43.24324324324324
